#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
IL13RA1	IL22	9606.ENSP00000360730	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.339	0.758
IL13RA1	IL6ST	9606.ENSP00000360730	9606.ENSP00000370698	0	0	0	0	0.092	0	0	0.765	0.777
IL13RA1	IL6	9606.ENSP00000360730	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.400	0.781
IL13RA1	IL19	9606.ENSP00000360730	9606.ENSP00000499459	0	0	0	0	0	0	0.650	0.452	0.800
IL13RA1	IL13RA2	9606.ENSP00000360730	9606.ENSP00000361004	0	0	0	0.633	0.061	0	0	0.972	0.972
IL13RA1	JAK1	9606.ENSP00000360730	9606.ENSP00000499900	0	0	0	0	0.088	0	0.650	0.925	0.973
IL13RA1	TYK2	9606.ENSP00000360730	9606.ENSP00000431885	0	0	0	0	0.069	0.292	0.900	0.982	0.998
IL13RA1	IL4R	9606.ENSP00000360730	9606.ENSP00000379111	0	0	0.207	0	0.063	0.946	0.800	0.999	0.999
IL13RA2	IL23A	9606.ENSP00000361004	9606.ENSP00000228534	0	0	0	0	0	0	0.650	0.179	0.700
IL13RA2	IL4	9606.ENSP00000361004	9606.ENSP00000231449	0	0	0	0	0	0	0.900	0.928	0.992
IL13RA2	LGALS3	9606.ENSP00000361004	9606.ENSP00000254301	0	0	0	0	0	0.301	0	0.181	0.403
IL13RA2	IL9	9606.ENSP00000361004	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.292	0.741
IL13RA2	IL20	9606.ENSP00000361004	9606.ENSP00000356065	0	0	0.205	0	0	0	0.650	0	0.709
IL13RA2	IL6R	9606.ENSP00000361004	9606.ENSP00000357470	0	0	0	0	0	0	0	0.487	0.487
IL13RA2	IL24	9606.ENSP00000361004	9606.ENSP00000375795	0	0	0	0	0.083	0	0.650	0.228	0.730
IL13RA2	IL22	9606.ENSP00000361004	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.286	0.739
IL13RA2	TYK2	9606.ENSP00000361004	9606.ENSP00000431885	0	0	0	0	0	0	0.650	0.310	0.748
IL13RA2	IL6	9606.ENSP00000361004	9606.ENSP00000385675	0	0	0	0	0.074	0	0.650	0.606	0.861
IL13RA2	IL19	9606.ENSP00000361004	9606.ENSP00000499459	0	0	0.340	0	0.042	0	0.650	0.453	0.862
IL13RA2	JAK1	9606.ENSP00000361004	9606.ENSP00000499900	0	0	0	0	0	0.196	0.650	0.753	0.924
IL13RA2	IL4R	9606.ENSP00000361004	9606.ENSP00000379111	0	0	0	0	0	0.292	0.800	0.996	0.999
IL17A	IL2RB	9606.ENSP00000497968	9606.ENSP00000216223	0	0	0	0	0	0	0	0.638	0.638
IL17A	IL23A	9606.ENSP00000497968	9606.ENSP00000228534	0	0	0	0	0.089	0	0.400	0.867	0.920
IL17A	IL26	9606.ENSP00000497968	9606.ENSP00000229134	0	0	0	0	0.203	0	0	0.799	0.832
IL17A	IL4	9606.ENSP00000497968	9606.ENSP00000231449	0	0	0	0	0.119	0	0	0.955	0.959
IL17A	LGALS3	9606.ENSP00000497968	9606.ENSP00000254301	0	0	0	0	0	0	0	0.615	0.615
IL17A	IL37	9606.ENSP00000497968	9606.ENSP00000263326	0	0	0	0	0.056	0	0	0.545	0.552
IL17A	IL27RA	9606.ENSP00000497968	9606.ENSP00000263379	0	0	0	0	0.055	0	0	0.691	0.695
IL17A	STAT3	9606.ENSP00000497968	9606.ENSP00000264657	0	0	0	0	0	0.104	0.500	0.886	0.944
IL17A	IL22RA1	9606.ENSP00000497968	9606.ENSP00000270800	0	0	0	0	0	0	0	0.581	0.581
IL17A	IL9	9606.ENSP00000497968	9606.ENSP00000274520	0	0	0	0	0.160	0	0	0.882	0.896
IL17A	IL18	9606.ENSP00000497968	9606.ENSP00000280357	0	0	0	0	0.067	0	0	0.830	0.835
IL17A	IL22RA2	9606.ENSP00000497968	9606.ENSP00000296980	0	0	0	0	0.110	0	0	0.379	0.424
IL17A	NOD2	9606.ENSP00000497968	9606.ENSP00000300589	0	0	0	0	0	0	0	0.610	0.610
IL17A	IL23R	9606.ENSP00000497968	9606.ENSP00000321345	0	0	0	0	0.115	0	0	0.921	0.927
IL17A	NLRP3	9606.ENSP00000497968	9606.ENSP00000337383	0	0	0	0	0.052	0	0	0.608	0.612
IL17A	IL21R	9606.ENSP00000497968	9606.ENSP00000338010	0	0	0	0	0.081	0	0	0.598	0.615
IL17A	STAT4	9606.ENSP00000497968	9606.ENSP00000351255	0	0	0	0	0	0.104	0	0.764	0.779
IL17A	STAT1	9606.ENSP00000497968	9606.ENSP00000354394	0	0	0	0	0	0.104	0	0.807	0.819
IL17A	IL6R	9606.ENSP00000497968	9606.ENSP00000357470	0	0	0	0	0.060	0	0	0.623	0.630
IL17A	IL2RA	9606.ENSP00000497968	9606.ENSP00000369293	0	0	0	0	0.085	0	0	0.796	0.805
IL17A	IL6ST	9606.ENSP00000497968	9606.ENSP00000370698	0	0	0	0	0.055	0	0	0.571	0.577
IL17A	IL24	9606.ENSP00000497968	9606.ENSP00000375795	0	0	0	0	0.118	0	0	0.506	0.545
IL17A	IL4R	9606.ENSP00000497968	9606.ENSP00000379111	0	0	0	0	0.059	0	0	0.718	0.724
IL17A	RELA	9606.ENSP00000497968	9606.ENSP00000384273	0	0	0	0	0	0	0	0.496	0.496
IL17A	IL6	9606.ENSP00000497968	9606.ENSP00000385675	0	0	0	0	0.073	0	0.400	0.968	0.980
IL17A	IRF5	9606.ENSP00000497968	9606.ENSP00000418037	0	0	0	0	0	0.045	0	0.423	0.425
IL17A	TYK2	9606.ENSP00000497968	9606.ENSP00000431885	0	0	0	0	0	0	0	0.583	0.583
IL17A	IL22	9606.ENSP00000497968	9606.ENSP00000442424	0	0	0	0	0.326	0	0	0.966	0.976
IL17A	JAK1	9606.ENSP00000497968	9606.ENSP00000499900	0	0	0	0	0	0	0	0.598	0.598
IL17A	IL19	9606.ENSP00000497968	9606.ENSP00000499459	0	0	0	0	0.144	0	0	0.596	0.639
IL18	IL2RB	9606.ENSP00000280357	9606.ENSP00000216223	0	0	0	0	0.089	0	0	0.406	0.437
IL18	RIPK2	9606.ENSP00000280357	9606.ENSP00000220751	0	0	0	0	0.052	0	0	0.676	0.680
IL18	IL23A	9606.ENSP00000280357	9606.ENSP00000228534	0	0	0	0	0.087	0	0	0.447	0.473
IL18	IL4	9606.ENSP00000280357	9606.ENSP00000231449	0	0	0	0	0	0	0.400	0.836	0.897
IL18	IL37	9606.ENSP00000280357	9606.ENSP00000263326	0	0	0	0	0.042	0	0.900	0.668	0.965
IL18	STAT3	9606.ENSP00000280357	9606.ENSP00000264657	0	0	0	0	0.052	0	0.500	0.624	0.806
IL18	IL9	9606.ENSP00000280357	9606.ENSP00000274520	0	0	0	0	0	0	0	0.666	0.666
IL18	IL22RA2	9606.ENSP00000280357	9606.ENSP00000296980	0	0	0	0	0.110	0	0	0.369	0.414
IL18	IL19	9606.ENSP00000280357	9606.ENSP00000499459	0	0	0	0	0	0	0	0.419	0.418
IL18	IRF5	9606.ENSP00000280357	9606.ENSP00000418037	0	0	0	0	0.072	0	0	0.417	0.436
IL18	TYK2	9606.ENSP00000280357	9606.ENSP00000431885	0	0	0	0	0.059	0	0	0.437	0.448
IL18	IL4R	9606.ENSP00000280357	9606.ENSP00000379111	0	0	0	0	0.050	0	0	0.474	0.478
IL18	IL21R	9606.ENSP00000280357	9606.ENSP00000338010	0	0	0	0	0.109	0	0	0.440	0.479
IL18	IL20RA	9606.ENSP00000280357	9606.ENSP00000314976	0	0	0	0	0.044	0	0	0.483	0.484
IL18	JAK1	9606.ENSP00000280357	9606.ENSP00000499900	0	0	0	0	0.057	0	0	0.491	0.500
IL18	IL23R	9606.ENSP00000280357	9606.ENSP00000321345	0	0	0	0	0.087	0	0	0.476	0.501
IL18	STAT1	9606.ENSP00000280357	9606.ENSP00000354394	0	0	0	0	0.059	0	0	0.600	0.607
IL18	IL6R	9606.ENSP00000280357	9606.ENSP00000357470	0	0	0	0	0.082	0	0	0.677	0.690
IL18	IL2RA	9606.ENSP00000280357	9606.ENSP00000369293	0	0	0	0	0.109	0	0	0.684	0.706
IL18	STAT4	9606.ENSP00000280357	9606.ENSP00000351255	0	0	0	0	0.054	0	0	0.788	0.791
IL18	NOD2	9606.ENSP00000280357	9606.ENSP00000300589	0	0	0	0	0.064	0	0	0.825	0.829
IL18	IL22	9606.ENSP00000280357	9606.ENSP00000442424	0	0	0	0	0	0	0	0.837	0.837
IL18	RELA	9606.ENSP00000280357	9606.ENSP00000384273	0	0	0	0	0.047	0	0.900	0.418	0.939
IL18	NLRP3	9606.ENSP00000280357	9606.ENSP00000337383	0	0	0	0	0.062	0	0	0.945	0.946
IL18	IL6	9606.ENSP00000280357	9606.ENSP00000385675	0	0	0	0	0	0	0.400	0.953	0.970
IL19	IL2RB	9606.ENSP00000499459	9606.ENSP00000216223	0	0	0	0	0.054	0	0.650	0.170	0.701
IL19	IL26	9606.ENSP00000499459	9606.ENSP00000229134	0	0	0	0	0.127	0	0	0.887	0.897
IL19	IL4	9606.ENSP00000499459	9606.ENSP00000231449	0	0	0	0	0.117	0	0	0.660	0.687
IL19	IL9R	9606.ENSP00000499459	9606.ENSP00000244174	0	0	0	0	0.047	0	0.650	0.159	0.694
IL19	IL27RA	9606.ENSP00000499459	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.105	0.673
IL19	STAT3	9606.ENSP00000499459	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.688	0.837
IL19	IL22RA1	9606.ENSP00000499459	9606.ENSP00000270800	0	0	0	0	0	0	0.650	0.871	0.952
IL19	IL9	9606.ENSP00000499459	9606.ENSP00000274520	0	0	0	0	0.128	0	0	0.682	0.710
IL19	IL22RA2	9606.ENSP00000499459	9606.ENSP00000296980	0	0	0	0	0.049	0	0.650	0.622	0.863
IL19	IL20RA	9606.ENSP00000499459	9606.ENSP00000314976	0	0	0	0	0	0.363	0.900	0.982	0.998
IL19	IL23R	9606.ENSP00000499459	9606.ENSP00000321345	0	0	0	0	0.043	0	0.650	0.352	0.763
IL19	IL20RB	9606.ENSP00000499459	9606.ENSP00000328133	0	0	0	0	0.052	0.405	0.900	0.977	0.998
IL19	IL21R	9606.ENSP00000499459	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.253	0.727
IL19	IL20	9606.ENSP00000499459	9606.ENSP00000356065	0	0	0.092	0.887	0.186	0	0.900	0.043	0.919
IL19	IL6R	9606.ENSP00000499459	9606.ENSP00000357470	0	0	0	0	0.044	0	0.650	0.246	0.725
IL19	IL2RA	9606.ENSP00000499459	9606.ENSP00000369293	0	0	0	0	0.063	0	0.650	0.245	0.730
IL19	IL6ST	9606.ENSP00000499459	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.177	0.699
IL19	IL24	9606.ENSP00000499459	9606.ENSP00000375795	0	0.222	0	0.695	0.247	0	0.900	0.559	0.970
IL19	IL4R	9606.ENSP00000499459	9606.ENSP00000379111	0	0	0	0	0.042	0	0.650	0.546	0.834
IL19	IL6	9606.ENSP00000499459	9606.ENSP00000385675	0	0	0	0	0.083	0	0	0.571	0.589
IL19	IL5RA	9606.ENSP00000499459	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0.164	0.694
IL19	IL22	9606.ENSP00000499459	9606.ENSP00000442424	0	0	0	0	0.181	0	0	0.801	0.830
IL19	PRLR	9606.ENSP00000499459	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IL19	JAK1	9606.ENSP00000499459	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.578	0.779
IL20	IL2RB	9606.ENSP00000356065	9606.ENSP00000216223	0	0	0	0	0	0	0.650	0	0.650
IL20	IL9R	9606.ENSP00000356065	9606.ENSP00000244174	0	0	0	0	0	0	0.650	0	0.650
IL20	IL27RA	9606.ENSP00000356065	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.054	0.654
IL20	STAT3	9606.ENSP00000356065	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.082	0.521
IL20	IL22RA1	9606.ENSP00000356065	9606.ENSP00000270800	0	0	0	0	0	0.405	0.900	0.091	0.941
IL20	IL22RA2	9606.ENSP00000356065	9606.ENSP00000296980	0	0	0	0	0	0	0.650	0.065	0.658
IL20	IL20RA	9606.ENSP00000356065	9606.ENSP00000314976	0	0	0	0	0	0.946	0.900	0.262	0.995
IL20	IL23R	9606.ENSP00000356065	9606.ENSP00000321345	0	0	0	0	0	0	0.650	0.049	0.652
IL20	IL20RB	9606.ENSP00000356065	9606.ENSP00000328133	0	0	0	0	0.055	0.937	0.900	0.156	0.994
IL20	IL21R	9606.ENSP00000356065	9606.ENSP00000338010	0	0	0	0	0	0	0.650	0.046	0.651
IL20	JAK1	9606.ENSP00000356065	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.074	0.517
IL20	IL5RA	9606.ENSP00000356065	9606.ENSP00000412209	0	0	0	0	0	0	0.650	0	0.650
IL20	IL6R	9606.ENSP00000356065	9606.ENSP00000357470	0	0	0	0	0	0	0.650	0	0.650
IL20	IL4R	9606.ENSP00000356065	9606.ENSP00000379111	0	0	0	0	0	0	0.650	0	0.650
IL20	PRLR	9606.ENSP00000356065	9606.ENSP00000482954	0	0	0	0	0.049	0	0.650	0	0.652
IL20	IL6ST	9606.ENSP00000356065	9606.ENSP00000370698	0	0	0	0	0.042	0	0.650	0.054	0.655
IL20	IL2RA	9606.ENSP00000356065	9606.ENSP00000369293	0	0	0	0	0.049	0	0.650	0.062	0.660
IL20	IL24	9606.ENSP00000356065	9606.ENSP00000375795	0	0	0.114	0.776	0.210	0	0.900	0.147	0.932
IL20RA	IL2RB	9606.ENSP00000314976	9606.ENSP00000216223	0	0	0	0	0.108	0	0	0.467	0.504
IL20RA	IL23A	9606.ENSP00000314976	9606.ENSP00000228534	0	0	0.212	0	0	0	0.650	0.085	0.725
IL20RA	IL26	9606.ENSP00000314976	9606.ENSP00000229134	0	0	0.252	0	0	0	0.900	0.980	0.998
IL20RA	IL4	9606.ENSP00000314976	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.273	0.734
IL20RA	STAT3	9606.ENSP00000314976	9606.ENSP00000264657	0	0	0	0	0	0.230	0.500	0.721	0.883
IL20RA	IL22RA1	9606.ENSP00000314976	9606.ENSP00000270800	0	0	0.140	0.577	0.067	0	0	0.927	0.936
IL20RA	IL9	9606.ENSP00000314976	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.150	0.689
IL20RA	IL4R	9606.ENSP00000314976	9606.ENSP00000379111	0	0	0.284	0	0	0	0	0.320	0.493
IL20RA	IL21R	9606.ENSP00000314976	9606.ENSP00000338010	0	0	0.208	0	0	0	0	0.469	0.561
IL20RA	IL5RA	9606.ENSP00000314976	9606.ENSP00000412209	0	0	0.312	0	0	0	0	0.480	0.626
IL20RA	TYK2	9606.ENSP00000314976	9606.ENSP00000431885	0	0	0	0	0	0	0.650	0.286	0.739
IL20RA	IL6	9606.ENSP00000314976	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.323	0.752
IL20RA	STAT1	9606.ENSP00000314976	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.643	0.813
IL20RA	JAK1	9606.ENSP00000314976	9606.ENSP00000499900	0	0	0	0	0	0	0.900	0.485	0.946
IL20RA	IL22	9606.ENSP00000314976	9606.ENSP00000442424	0	0	0	0	0	0	0.650	0.866	0.951
IL20RA	IL24	9606.ENSP00000314976	9606.ENSP00000375795	0	0	0	0	0	0	0.900	0.997	0.999
IL20RA	IL20RB	9606.ENSP00000314976	9606.ENSP00000328133	0	0	0	0.580	0.085	0.946	0.800	0.989	0.999
IL20RB	IL23A	9606.ENSP00000328133	9606.ENSP00000228534	0	0	0	0	0.059	0	0.650	0.129	0.688
IL20RB	IL26	9606.ENSP00000328133	9606.ENSP00000229134	0	0	0	0	0.055	0	0	0.896	0.897
IL20RB	IL4	9606.ENSP00000328133	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.217	0.714
IL20RB	STAT3	9606.ENSP00000328133	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.604	0.793
IL20RB	IL22RA1	9606.ENSP00000328133	9606.ENSP00000270800	0	0	0	0	0.056	0.937	0.800	0.999	0.999
IL20RB	IL9	9606.ENSP00000328133	9606.ENSP00000274520	0	0	0	0	0.055	0	0.650	0.146	0.692
IL20RB	IL22RA2	9606.ENSP00000328133	9606.ENSP00000296980	0	0	0	0	0.047	0	0	0.541	0.543
IL20RB	IL2RA	9606.ENSP00000328133	9606.ENSP00000369293	0	0	0	0	0	0	0	0.455	0.455
IL20RB	STAT1	9606.ENSP00000328133	9606.ENSP00000354394	0	0	0	0	0	0	0.500	0.272	0.620
IL20RB	TYK2	9606.ENSP00000328133	9606.ENSP00000431885	0	0	0	0	0.051	0.097	0.650	0.220	0.734
IL20RB	JAK1	9606.ENSP00000328133	9606.ENSP00000499900	0	0	0	0	0.051	0.190	0.650	0.228	0.764
IL20RB	IL6	9606.ENSP00000328133	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.545	0.833
IL20RB	IL22	9606.ENSP00000328133	9606.ENSP00000442424	0	0	0	0	0.052	0	0.650	0.744	0.907
IL20RB	IL24	9606.ENSP00000328133	9606.ENSP00000375795	0	0	0	0	0	0.900	0.900	0.995	0.999
IL21R	IL2RB	9606.ENSP00000338010	9606.ENSP00000216223	0	0	0.182	0.575	0.317	0	0	0.298	0.574
IL21R	IL23A	9606.ENSP00000338010	9606.ENSP00000228534	0	0	0	0	0.115	0	0.650	0.250	0.747
IL21R	IL4	9606.ENSP00000338010	9606.ENSP00000231449	0	0	0	0	0.045	0	0.650	0.940	0.978
IL21R	IL9R	9606.ENSP00000338010	9606.ENSP00000244174	0	0.003	0	0.567	0.047	0	0	0.456	0.459
IL21R	IL27RA	9606.ENSP00000338010	9606.ENSP00000263379	0	0	0	0	0.099	0	0	0.414	0.449
IL21R	STAT3	9606.ENSP00000338010	9606.ENSP00000264657	0	0	0	0	0.057	0	0.900	0.816	0.981
IL21R	IL9	9606.ENSP00000338010	9606.ENSP00000274520	0	0	0	0	0.044	0	0.650	0.792	0.924
IL21R	IL23R	9606.ENSP00000338010	9606.ENSP00000321345	0	0	0	0	0.107	0	0	0.574	0.604
IL21R	IL5RA	9606.ENSP00000338010	9606.ENSP00000412209	0	0	0.301	0	0	0	0	0.204	0.420
IL21R	IL6R	9606.ENSP00000338010	9606.ENSP00000357470	0	0	0	0	0.075	0	0	0.530	0.547
IL21R	TYK2	9606.ENSP00000338010	9606.ENSP00000431885	0	0	0	0	0	0	0.650	0.270	0.733
IL21R	IL24	9606.ENSP00000338010	9606.ENSP00000375795	0	0	0	0	0.072	0	0.650	0.276	0.744
IL21R	STAT4	9606.ENSP00000338010	9606.ENSP00000351255	0	0	0	0	0.136	0	0.500	0.458	0.745
IL21R	IL4R	9606.ENSP00000338010	9606.ENSP00000379111	0	0.414	0.205	0.559	0.075	0	0	0.552	0.781
IL21R	IL22	9606.ENSP00000338010	9606.ENSP00000442424	0	0	0	0	0.057	0	0.650	0.507	0.823
IL21R	STAT1	9606.ENSP00000338010	9606.ENSP00000354394	0	0	0	0	0.100	0	0.500	0.660	0.833
IL21R	IL2RA	9606.ENSP00000338010	9606.ENSP00000369293	0	0	0	0	0.218	0	0	0.796	0.833
IL21R	IL6	9606.ENSP00000338010	9606.ENSP00000385675	0	0	0	0	0.106	0	0.650	0.793	0.929
IL21R	JAK1	9606.ENSP00000338010	9606.ENSP00000499900	0	0	0	0	0	0.292	0.900	0.768	0.982
IL22	IL2RB	9606.ENSP00000442424	9606.ENSP00000216223	0	0	0	0	0.049	0	0.650	0.535	0.831
IL22	IL23A	9606.ENSP00000442424	9606.ENSP00000228534	0	0	0	0	0.061	0	0	0.890	0.892
IL22	IL26	9606.ENSP00000442424	9606.ENSP00000229134	0	0	0	0	0.338	0	0	0.830	0.883
IL22	IL4	9606.ENSP00000442424	9606.ENSP00000231449	0	0	0	0	0.181	0	0	0.826	0.851
IL22	IL9R	9606.ENSP00000442424	9606.ENSP00000244174	0	0	0	0	0.042	0	0.650	0.310	0.748
IL22	IL37	9606.ENSP00000442424	9606.ENSP00000263326	0	0	0	0	0	0	0	0.447	0.447
IL22	IL27RA	9606.ENSP00000442424	9606.ENSP00000263379	0	0	0	0	0	0	0.650	0.368	0.769
IL22	STAT3	9606.ENSP00000442424	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.858	0.926
IL22	IL22RA1	9606.ENSP00000442424	9606.ENSP00000270800	0	0	0	0	0	0.986	0.900	0.998	0.999
IL22	IL9	9606.ENSP00000442424	9606.ENSP00000274520	0	0	0	0	0.401	0	0	0.786	0.866
IL22	IL22RA2	9606.ENSP00000442424	9606.ENSP00000296980	0	0	0	0	0.061	0.892	0.900	0.969	0.999
IL22	NOD2	9606.ENSP00000442424	9606.ENSP00000300589	0	0	0	0	0.042	0.211	0	0.570	0.647
IL22	IL23R	9606.ENSP00000442424	9606.ENSP00000321345	0	0	0	0	0.088	0	0.650	0.848	0.947
IL22	NLRP3	9606.ENSP00000442424	9606.ENSP00000337383	0	0	0	0	0.044	0	0	0.472	0.473
IL22	STAT4	9606.ENSP00000442424	9606.ENSP00000351255	0	0	0	0	0.042	0	0	0.541	0.541
IL22	STAT1	9606.ENSP00000442424	9606.ENSP00000354394	0	0	0	0	0	0	0	0.757	0.757
IL22	IL6R	9606.ENSP00000442424	9606.ENSP00000357470	0	0	0	0	0	0	0.650	0.480	0.810
IL22	IL2RA	9606.ENSP00000442424	9606.ENSP00000369293	0	0	0	0	0.110	0	0.650	0.475	0.822
IL22	IL6ST	9606.ENSP00000442424	9606.ENSP00000370698	0	0	0	0	0	0	0.650	0.299	0.744
IL22	IL24	9606.ENSP00000442424	9606.ENSP00000375795	0	0	0	0	0.138	0	0	0.838	0.855
IL22	IL4R	9606.ENSP00000442424	9606.ENSP00000379111	0	0	0	0	0	0	0.650	0.484	0.811
IL22	IL6	9606.ENSP00000442424	9606.ENSP00000385675	0	0	0	0	0.065	0	0	0.859	0.863
IL22	IL5RA	9606.ENSP00000442424	9606.ENSP00000412209	0	0	0	0	0.047	0	0.650	0.251	0.728
IL22	TYK2	9606.ENSP00000442424	9606.ENSP00000431885	0	0	0	0	0	0	0.500	0.591	0.786
IL22	PRLR	9606.ENSP00000442424	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0.055	0.655
IL22	JAK1	9606.ENSP00000442424	9606.ENSP00000499900	0	0	0	0	0	0	0.500	0.577	0.779
IL22RA1	IL2RB	9606.ENSP00000270800	9606.ENSP00000216223	0	0	0.257	0	0	0	0	0.486	0.601
IL22RA1	IL23A	9606.ENSP00000270800	9606.ENSP00000228534	0	0	0.243	0	0	0	0.650	0.321	0.804
IL22RA1	IL26	9606.ENSP00000270800	9606.ENSP00000229134	0	0	0	0	0	0	0	0.921	0.921
IL22RA1	IL4	9606.ENSP00000270800	9606.ENSP00000231449	0	0	0	0	0	0	0.650	0.370	0.770
IL22RA1	IL27RA	9606.ENSP00000270800	9606.ENSP00000263379	0	0	0.336	0	0	0	0	0.234	0.470
IL22RA1	STAT3	9606.ENSP00000270800	9606.ENSP00000264657	0	0	0	0	0	0.440	0.500	0.820	0.945
IL22RA1	IL23R	9606.ENSP00000270800	9606.ENSP00000321345	0	0	0	0	0	0	0	0.419	0.418
IL22RA1	IL4R	9606.ENSP00000270800	9606.ENSP00000379111	0	0	0.285	0	0.042	0	0	0.300	0.478
IL22RA1	STAT1	9606.ENSP00000270800	9606.ENSP00000354394	0	0	0	0	0	0	0	0.738	0.738
IL22RA1	IL9	9606.ENSP00000270800	9606.ENSP00000274520	0	0	0	0	0	0	0.650	0.336	0.757
IL22RA1	IL6	9606.ENSP00000270800	9606.ENSP00000385675	0	0	0	0	0	0	0.650	0.448	0.798
IL22RA1	IL22RA2	9606.ENSP00000270800	9606.ENSP00000296980	0	0	0.096	0.680	0	0.236	0.500	0.545	0.821
IL22RA1	TYK2	9606.ENSP00000270800	9606.ENSP00000431885	0	0	0	0	0	0	0.650	0.801	0.927
IL22RA1	JAK1	9606.ENSP00000270800	9606.ENSP00000499900	0	0	0	0	0	0	0.900	0.869	0.986
IL22RA1	IL24	9606.ENSP00000270800	9606.ENSP00000375795	0	0	0	0	0	0.900	0.900	0.966	0.999
IL22RA2	IL23A	9606.ENSP00000296980	9606.ENSP00000228534	0	0	0	0	0.087	0	0.650	0.160	0.708
IL22RA2	IL26	9606.ENSP00000296980	9606.ENSP00000229134	0	0	0	0	0.083	0	0	0.626	0.642
IL22RA2	IL4	9606.ENSP00000296980	9606.ENSP00000231449	0	0	0	0	0.042	0	0.650	0.215	0.713
IL22RA2	STAT3	9606.ENSP00000296980	9606.ENSP00000264657	0	0	0	0	0.057	0.194	0	0.576	0.649
IL22RA2	IL9	9606.ENSP00000296980	9606.ENSP00000274520	0	0	0	0	0.049	0	0.650	0.220	0.717
IL22RA2	IL5RA	9606.ENSP00000296980	9606.ENSP00000412209	0	0	0.240	0	0.082	0	0	0.262	0.441
IL22RA2	STAT1	9606.ENSP00000296980	9606.ENSP00000354394	0	0	0	0	0.098	0	0	0.481	0.511
IL22RA2	JAK1	9606.ENSP00000296980	9606.ENSP00000499900	0	0	0	0	0.062	0	0.650	0.201	0.714
IL22RA2	IL6	9606.ENSP00000296980	9606.ENSP00000385675	0	0	0	0	0.087	0	0.650	0.288	0.752
IL22RA2	TYK2	9606.ENSP00000296980	9606.ENSP00000431885	0	0	0	0	0.082	0	0.650	0.306	0.757
IL22RA2	IL24	9606.ENSP00000296980	9606.ENSP00000375795	0	0	0	0	0.042	0	0.650	0.611	0.858
IL23A	IL2RB	9606.ENSP00000228534	9606.ENSP00000216223	0	0	0	0	0.064	0	0.650	0.068	0.668
IL23A	NOD2	9606.ENSP00000228534	9606.ENSP00000300589	0	0	0	0	0.084	0	0	0.399	0.425
IL23A	STAT1	9606.ENSP00000228534	9606.ENSP00000354394	0	0	0	0	0.058	0	0	0.420	0.430
IL23A	PRLR	9606.ENSP00000228534	9606.ENSP00000482954	0	0	0	0	0	0	0.650	0	0.650
IL23A	IL9R	9606.ENSP00000228534	9606.ENSP00000244174	0	0	0	0	0.062	0	0.650	0.085	0.673
IL23A	IL5RA	9606.ENSP00000228534	9606.ENSP00000412209	0	0	0	0	0.085	0	0.650	0.069	0.676
IL23A	IL2RA	9606.ENSP00000228534	9606.ENSP00000369293	0	0	0	0	0.072	0	0.650	0.181	0.710
IL23A	IL4	9606.ENSP00000228534	9606.ENSP00000231449	0	0	0	0	0.067	0	0	0.725	0.732
IL23A	STAT3	9606.ENSP00000228534	9606.ENSP00000264657	0	0	0	0	0.058	0	0.500	0.513	0.750
IL23A	IL6R	9606.ENSP00000228534	9606.ENSP00000357470	0	0	0	0	0	0	0.650	0.386	0.776
IL23A	IL4R	9606.ENSP00000228534	9606.ENSP00000379111	0	0	0.244	0	0.072	0	0.650	0.223	0.783
IL23A	IL27RA	9606.ENSP00000228534	9606.ENSP00000263379	0	0	0	0	0.085	0	0.650	0.419	0.797
IL23A	STAT4	9606.ENSP00000228534	9606.ENSP00000351255	0	0	0	0	0.099	0	0.500	0.599	0.803
IL23A	IL6ST	9606.ENSP00000228534	9606.ENSP00000370698	0	0	0	0	0.060	0	0.650	0.458	0.806
IL23A	IL6	9606.ENSP00000228534	9606.ENSP00000385675	0	0	0	0	0.083	0	0.400	0.764	0.858
